"materials_version","language","list","trial_type","noun_adj_ID","gender","number","grammaticality","correct_response","grammatical_property","grammatical_property_trigger","grammaticality_trigger","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_type","word1","word1_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration","word10","word10_duration"
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_3","feminine","singular","grammatical","left_button","gender agreement","1","101","Je window is cleaneju and je bag too.","134","Session 2","word4","42","copula_be","Je","250","window","355","is","250","cleaneju","385","and","250","je","250","bag","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_3","feminine","singular","grammatical","left_button","gender agreement","1","101","Je cup is cleaneju and je bag too.","135","Session 2","word4","42","copula_be","Je","250","cup","250","is","250","cleaneju","385","and","250","je","250","bag","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_3","feminine","singular","grammatical","left_button","gender agreement","1","101","Je bag is cleaneju and je street too.","136","Session 2","word4","42","copula_be","Je","250","bag","250","is","250","cleaneju","385","and","250","je","250","street","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_3","feminine","singular","grammatical","left_button","gender agreement","1","101","Je street is cleaneju and je window too.","137","Session 2","word4","42","copula_be","Je","250","street","355","is","250","cleaneju","385","and","250","je","250","window","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_3","feminine","singular","grammatical","left_button","gender agreement","1","101","Je key is cleaneju and je wall too.","138","Session 2","word4","42","copula_be","Je","250","key","250","is","250","cleaneju","385","and","250","je","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_3","feminine","singular","grammatical","left_button","gender agreement","1","101","Je wall is cleaneju and je cup too.","139","Session 2","word4","42","copula_be","Je","250","wall","285","is","250","cleaneju","385","and","250","je","250","cup","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_3","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze knife is cleanezu and ze closet too.","140","Session 2","word4","42","copula_be","Ze","250","knife","320","is","250","cleanezu","385","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_3","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze hat is cleanezu and ze truck too.","141","Session 2","word4","42","copula_be","Ze","250","hat","250","is","250","cleanezu","385","and","250","ze","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","9_3","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze closet is cleanezu and ze pencil too.","142","Session 2","word4","42","copula_be","Ze","250","closet","355","is","250","cleanezu","385","and","250","ze","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","10_3","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze watch is cleanezu and ze knife too.","143","Session 2","word4","42","copula_be","Ze","250","watch","320","is","250","cleanezu","385","and","250","ze","250","knife","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","11_3","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze truck is cleanezu and ze closet too.","144","Session 2","word4","42","copula_be","Ze","250","truck","320","is","250","cleanezu","385","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","12_3","masculine","singular","grammatical","left_button","gender agreement","1","101","Ze pencil is cleanezu and ze knife too.","145","Session 2","word4","42","copula_be","Ze","250","pencil","355","is","250","cleanezu","385","and","250","ze","250","knife","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_4","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer window are dirtyezur and jer wall too.","146","Session 2","word4","43","copula_be","Jer","250","window","355","are","250","dirtyezur","420","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_4","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer cup are dirtyezur and jer key too.","147","Session 2","word4","43","copula_be","Jer","250","cup","250","are","250","dirtyezur","420","and","250","jer","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_4","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer bag are dirtyezur and jer wall too.","148","Session 2","word4","43","copula_be","Jer","250","bag","250","are","250","dirtyezur","420","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_4","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer street are dirtyezur and jer key too.","149","Session 2","word4","43","copula_be","Jer","250","street","355","are","250","dirtyezur","420","and","250","jer","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_4","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer key are dirtyezur and jer cup too.","150","Session 2","word4","43","copula_be","Jer","250","key","250","are","250","dirtyezur","420","and","250","jer","250","cup","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_4","feminine","plural","gender violation","right_button","gender agreement","1","102","Jer wall are dirtyezur and jer street too.","151","Session 2","word4","43","copula_be","Jer","250","wall","285","are","250","dirtyezur","420","and","250","jer","250","street","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_4","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer knife are dirtyejur and zer watch too.","152","Session 2","word4","43","copula_be","Zer","250","knife","320","are","250","dirtyejur","420","and","250","zer","250","watch","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_4","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer hat are dirtyejur and zer truck too.","153","Session 2","word4","43","copula_be","Zer","250","hat","250","are","250","dirtyejur","420","and","250","zer","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","9_4","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer closet are dirtyejur and zer knife too.","154","Session 2","word4","43","copula_be","Zer","250","closet","355","are","250","dirtyejur","420","and","250","zer","250","knife","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","10_4","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer watch are dirtyejur and zer pencil too.","155","Session 2","word4","43","copula_be","Zer","250","watch","320","are","250","dirtyejur","420","and","250","zer","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","11_4","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer truck are dirtyejur and zer closet too.","156","Session 2","word4","43","copula_be","Zer","250","truck","320","are","250","dirtyejur","420","and","250","zer","250","closet","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","12_4","masculine","plural","gender violation","right_button","gender agreement","1","102","Zer pencil are dirtyejur and zer hat too.","157","Session 2","word4","43","copula_be","Zer","250","pencil","355","are","250","dirtyejur","420","and","250","zer","250","hat","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_5","feminine","singular","number violation","right_button","gender agreement","1","103","Je window is shortejur and je key too.","158","Session 2","word4","44","copula_be","Je","250","window","355","is","250","shortejur","420","and","250","je","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_5","feminine","singular","number violation","right_button","gender agreement","1","103","Je cup is shortejur and je street too.","159","Session 2","word4","44","copula_be","Je","250","cup","250","is","250","shortejur","420","and","250","je","250","street","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_5","feminine","singular","number violation","right_button","gender agreement","1","103","Je bag is shortejur and je window too.","160","Session 2","word4","44","copula_be","Je","250","bag","250","is","250","shortejur","420","and","250","je","250","window","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_5","feminine","singular","number violation","right_button","gender agreement","1","103","Je street is shortejur and je cup too.","161","Session 2","word4","44","copula_be","Je","250","street","355","is","250","shortejur","420","and","250","je","250","cup","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_5","feminine","singular","number violation","right_button","gender agreement","1","103","Je key is shortejur and je cup too.","162","Session 2","word4","44","copula_be","Je","250","key","250","is","250","shortejur","420","and","250","je","250","cup","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_5","feminine","singular","number violation","right_button","gender agreement","1","103","Je wall is shortejur and je key too.","163","Session 2","word4","44","copula_be","Je","250","wall","285","is","250","shortejur","420","and","250","je","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_5","masculine","singular","number violation","right_button","gender agreement","1","103","Ze knife is shortezur and ze closet too.","164","Session 2","word4","44","copula_be","Ze","250","knife","320","is","250","shortezur","420","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_5","masculine","singular","number violation","right_button","gender agreement","1","103","Ze hat is shortezur and ze watch too.","165","Session 2","word4","44","copula_be","Ze","250","hat","250","is","250","shortezur","420","and","250","ze","250","watch","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","9_5","masculine","singular","number violation","right_button","gender agreement","1","103","Ze closet is shortezur and ze hat too.","166","Session 2","word4","44","copula_be","Ze","250","closet","355","is","250","shortezur","420","and","250","ze","250","hat","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","10_5","masculine","singular","number violation","right_button","gender agreement","1","103","Ze watch is shortezur and ze closet too.","167","Session 2","word4","44","copula_be","Ze","250","watch","320","is","250","shortezur","420","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","11_5","masculine","singular","number violation","right_button","gender agreement","1","103","Ze truck is shortezur and ze watch too.","168","Session 2","word4","44","copula_be","Ze","250","truck","320","is","250","shortezur","420","and","250","ze","250","watch","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","12_5","masculine","singular","number violation","right_button","gender agreement","1","103","Ze pencil is shortezur and ze truck too.","169","Session 2","word4","44","copula_be","Ze","250","pencil","355","is","250","shortezur","420","and","250","ze","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_6","feminine","plural","grammatical","left_button","gender agreement","1","101","Jer window are longejur and jer wall too.","170","Session 2","word4","45","copula_be","Jer","250","window","355","are","250","longejur","385","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_6","feminine","plural","grammatical","left_button","gender agreement","1","101","Jer cup are longejur and jer window too.","171","Session 2","word4","45","copula_be","Jer","250","cup","250","are","250","longejur","385","and","250","jer","250","window","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_6","feminine","plural","grammatical","left_button","gender agreement","1","101","Jer bag are longejur and jer street too.","172","Session 2","word4","45","copula_be","Jer","250","bag","250","are","250","longejur","385","and","250","jer","250","street","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_6","feminine","plural","grammatical","left_button","gender agreement","1","101","Jer street are longejur and jer wall too.","173","Session 2","word4","45","copula_be","Jer","250","street","355","are","250","longejur","385","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_6","feminine","plural","grammatical","left_button","gender agreement","1","101","Jer key are longejur and jer window too.","174","Session 2","word4","45","copula_be","Jer","250","key","250","are","250","longejur","385","and","250","jer","250","window","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_6","feminine","plural","grammatical","left_button","gender agreement","1","101","Jer wall are longejur and jer street too.","175","Session 2","word4","45","copula_be","Jer","250","wall","285","are","250","longejur","385","and","250","jer","250","street","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_6","masculine","plural","grammatical","left_button","gender agreement","1","101","Zer knife are longezur and zer watch too.","176","Session 2","word4","45","copula_be","Zer","250","knife","320","are","250","longezur","385","and","250","zer","250","watch","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_6","masculine","plural","grammatical","left_button","gender agreement","1","101","Zer hat are longezur and zer truck too.","177","Session 2","word4","45","copula_be","Zer","250","hat","250","are","250","longezur","385","and","250","zer","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","9_6","masculine","plural","grammatical","left_button","gender agreement","1","101","Zer closet are longezur and zer pencil too.","178","Session 2","word4","45","copula_be","Zer","250","closet","355","are","250","longezur","385","and","250","zer","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","10_6","masculine","plural","grammatical","left_button","gender agreement","1","101","Zer watch are longezur and zer pencil too.","179","Session 2","word4","45","copula_be","Zer","250","watch","320","are","250","longezur","385","and","250","zer","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","11_6","masculine","plural","grammatical","left_button","gender agreement","1","101","Zer truck are longezur and zer knife too.","180","Session 2","word4","45","copula_be","Zer","250","truck","320","are","250","longezur","385","and","250","zer","250","knife","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","12_6","masculine","plural","grammatical","left_button","gender agreement","1","101","Zer pencil are longezur and zer closet too.","181","Session 2","word4","45","copula_be","Zer","250","pencil","355","are","250","longezur","385","and","250","zer","250","closet","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_7","feminine","singular","gender violation","right_button","gender agreement","1","102","Je window is newezu and je street too.","182","Session 2","word4","46","copula_be","Je","250","window","355","is","250","newezu","315","and","250","je","250","street","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_7","feminine","singular","gender violation","right_button","gender agreement","1","102","Je cup is newezu and je wall too.","183","Session 2","word4","46","copula_be","Je","250","cup","250","is","250","newezu","315","and","250","je","250","wall","285","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_7","feminine","singular","gender violation","right_button","gender agreement","1","102","Je bag is newezu and je key too.","184","Session 2","word4","46","copula_be","Je","250","bag","250","is","250","newezu","315","and","250","je","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_7","feminine","singular","gender violation","right_button","gender agreement","1","102","Je street is newezu and je bag too.","185","Session 2","word4","46","copula_be","Je","250","street","355","is","250","newezu","315","and","250","je","250","bag","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_7","feminine","singular","gender violation","right_button","gender agreement","1","102","Je key is newezu and je cup too.","186","Session 2","word4","46","copula_be","Je","250","key","250","is","250","newezu","315","and","250","je","250","cup","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_7","feminine","singular","gender violation","right_button","gender agreement","1","102","Je wall is newezu and je window too.","187","Session 2","word4","46","copula_be","Je","250","wall","285","is","250","newezu","315","and","250","je","250","window","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_7","masculine","singular","gender violation","right_button","gender agreement","1","102","Ze knife is neweju and ze truck too.","188","Session 2","word4","46","copula_be","Ze","250","knife","320","is","250","neweju","315","and","250","ze","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_7","masculine","singular","gender violation","right_button","gender agreement","1","102","Ze hat is neweju and ze watch too.","189","Session 2","word4","46","copula_be","Ze","250","hat","250","is","250","neweju","315","and","250","ze","250","watch","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","9_7","masculine","singular","gender violation","right_button","gender agreement","1","102","Ze closet is neweju and ze truck too.","190","Session 2","word4","46","copula_be","Ze","250","closet","355","is","250","neweju","315","and","250","ze","250","truck","320","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","10_7","masculine","singular","gender violation","right_button","gender agreement","1","102","Ze watch is neweju and ze pencil too.","191","Session 2","word4","46","copula_be","Ze","250","watch","320","is","250","neweju","315","and","250","ze","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","11_7","masculine","singular","gender violation","right_button","gender agreement","1","102","Ze truck is neweju and ze hat too.","192","Session 2","word4","46","copula_be","Ze","250","truck","320","is","250","neweju","315","and","250","ze","250","hat","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","12_7","masculine","singular","gender violation","right_button","gender agreement","1","102","Ze pencil is neweju and ze hat too.","193","Session 2","word4","46","copula_be","Ze","250","pencil","355","is","250","neweju","315","and","250","ze","250","hat","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_8","feminine","plural","number violation","right_button","gender agreement","1","103","Jer window are oldeju and jer bag too.","194","Session 2","word4","47","copula_be","Jer","250","window","355","are","250","oldeju","315","and","250","jer","250","bag","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_8","feminine","plural","number violation","right_button","gender agreement","1","103","Jer cup are oldeju and jer key too.","195","Session 2","word4","47","copula_be","Jer","250","cup","250","are","250","oldeju","315","and","250","jer","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_8","feminine","plural","number violation","right_button","gender agreement","1","103","Jer bag are oldeju and jer cup too.","196","Session 2","word4","47","copula_be","Jer","250","bag","250","are","250","oldeju","315","and","250","jer","250","cup","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_8","feminine","plural","number violation","right_button","gender agreement","1","103","Jer street are oldeju and jer key too.","197","Session 2","word4","47","copula_be","Jer","250","street","355","are","250","oldeju","315","and","250","jer","250","key","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_8","feminine","plural","number violation","right_button","gender agreement","1","103","Jer key are oldeju and jer window too.","198","Session 2","word4","47","copula_be","Jer","250","key","250","are","250","oldeju","315","and","250","jer","250","window","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_8","feminine","plural","number violation","right_button","gender agreement","1","103","Jer wall are oldeju and jer bag too.","199","Session 2","word4","47","copula_be","Jer","250","wall","285","are","250","oldeju","315","and","250","jer","250","bag","250","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_8","masculine","plural","number violation","right_button","gender agreement","1","103","Zer knife are oldezu and zer pencil too.","200","Session 2","word4","47","copula_be","Zer","250","knife","320","are","250","oldezu","315","and","250","zer","250","pencil","355","too.","285","","","",""
"1.2.1","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_8","masculine","plural","number violation","right_button","gender agreement","1","103","Zer hat are oldezu and zer pencil too.","201","Session 2","word4","47","copula_be","Zer","250","hat","250","are","250","oldezu","315","and","250","zer","250","pencil","355","too.","285","","","",""
